sla,rating,complaint_ref_no,incident_date,mode,channel_type,from_fois,complaint_type,sub_type,zn_cd,div_cd,dept_cd,\nSTATUS,\ncreated_on,modified_on,diff,complaint,remarks,train_station,own_zn_cd,own_div_cd,commodity_name,forwarded,train_class,berth_no,feedback_remarks,next_station,physical_coach_no,train_name
No,,2.02404E+12,,S,H,0,Luggage / Parcels ,Delivery,WC,KOTA,CML,Closed,02-04-2024 18:17,02-04-2024 19:24,01:06,"till now not deliver parcel and not sowing status , 30 march had booked but till  now not deliver","श्रीमान , आपको हुई असुविधा के लिए खेद है ,  आपका उक्त पार्सल अभी कोटा… स्टेशन पर ही है तथा आपके गंतव्य स्टेशन हेतु उपलब्ध गाड़ीयो मे लोडिंग हेतु पर्याप्त रिक्त स्थान उपलब्ध नहीं होने से अभी लोड नहीं किया जा सका है अतः जल्द ही इसे प्राथमिकता के आधार पर वेकल्पिक मार्ग द्वारा लोड करने हेतु सबंधित पार्सल कार्यालय को निर्देशित कर दिया गया है l धन्यवाद l  ",CDG,,,Household items,1,,,,,,NA
No,,2.02404E+12,02-04-2024 18:13,T,W,0,Security,Others ,NR,UMB,CML,Closed,02-04-2024 18:17,02-04-2024 19:14,00:56,"Ticket problem other passenger says that 21,22 is my  seat.","SIR,AS PER CONVERSATION WITH YOU AND ONBOARD CHECKING STAFF, MATTER IS REGARDING UPGRADATION OF TICKETS.MATTER IS SORT OUT NOW.NO ISSUE IS PENDING NOW.THANKS FOR USING RAIL MADAD.",15012,NE,LJN,,3,SL,21,,JUDW,215712,LJN SRE EXP [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Coach - Cleanliness,Toilet,WR,RJT,CNW,Closed,02-04-2024 18:17,02-04-2024 18:40,00:22,Customer has raised concerns regarding toilets are dirty it is not clean Coach No :-S4     ,Complaint has been attended by on duty coach mitra staff and solved.  Wish you a happy journey.,19567,WR,RJT,,,SL,67,,ADI,174673,VIVEK EXP [MAIL EXPRESS]
No,,2.02404E+12,,S,H,0,Unreserved Ticketing,UTS App Login Issue,ER,HWH,CML,Closed,02-04-2024 18:17,02-04-2024 18:36,00:18,Customer has raised a complaint that customer is unable to Login to UTS App ,POST CONVERSATION WITH COMPLAINANT AND ACCORDINGLY HANDSET CHANGE REQUEST SUBMITTED SUCCESSFULLY. NOW MATTER HAS BEEN RESOLVED.,KWAE,,,,,,,,,,NA
SLA 1,,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,WC,JBP,CHG,Closed,02-04-2024 18:17,02-04-2024 21:38,03:20,Customer complained AC is not working  Train No :-05272 Coach No :-Confirmed   AB1   1  Lower Berth   Customer mobile no:-9898296112,"Respected Sir, We regret for your inconvenience. This train is running late due to bunching of  trains in section. Sir we are trying to improve our punctuality by giving clear path and make up the time as much as possible. Inconvenience caused is deeply regretted.",5272,EC,SEE,,1,3A,1,,PPI,,YPR-MFP-EXPRESS SPL [TRAIN ON DEMAND]
No,Excellent,2.02404E+12,,T,H,0,Security,Passenger Missing/Not responding call,NW,AII,RPF,Closed,02-04-2024 18:17,02-04-2024 18:28,00:10,customer complaint:- customer passenger ko call kar rahe hai but  passenger ka call connect nahi ho raha hai    A2   19  Lower Berth  ,प्रिय रेल यात्री आप निश्चित रहे आपको आरपीएफ स्टाफ द्वारा आपको अटेण्ड कर आपकी समस्या का समाधान कराया जा रहा है। आपको हुई असुविधा के लिये हमे खेद है।,19031,WR,BCT,,,2A,19,,SOD,211275,ADI - YNRK EXP [MAIL EXPRESS]
No,,2.02404E+12,,S,H,0,Luggage / Parcels ,Delivery,NF,KIR,CML,Closed,02-04-2024 18:18,03-04-2024 01:08,06:50,customer complaint = bol rha hai ki unne ek bullet clasic bike percel ki thi but abhi tk vo pahuchi nhi hai,"The said parcel booked from MLDT to NJP, one bike under PRR NO-2019787786 on dt-01.04.24, is arrived NJP by T NO-15709 in F SLR NO-ER-102767 on dt-02.04.24. And party take delivery of his parcel from NJP Parcel office. Thanks for using rail madad.",NJP,,,Bike/Bicycle/Two wheeler,2,,,,,,NA
No,,2.02404E+12,,T,H,0,Security,Others ,NW,JP,CML,Closed,02-04-2024 18:18,02-04-2024 19:38,01:19,PNR 2109286298 and Phone Number 9680859333,यात्री  ने बताया  कि उनकी  केटरिंग  से संबंधित शिकायत नहीं की हे  उनकी शिकायत  लोअर बर्थ से संबंधित थी  जिसका समाधान  ऑन ड्यूटी स्टाफ द्वारा कर दिया गया हे | धन्यवाद ,12413,NR,FZR,,5,3A,19,,AWR,,AII-JAT POOJA EXP [SUPERFAST]
No,,2.02404E+12,,T,H,0,Coach - Cleanliness,Coach Interior,EO,WAT,CNW,Closed,02-04-2024 18:18,02-04-2024 19:12,00:53,PNR 4160958108 and Phone Number 8220054127,"Sir sorry for the inconveniences caused by deeply regretted as per passenger confirmation passenger noticed that smell emitted and passenger need fresher and onboard staff  available with fresher and  same was sprayed inside coach no smell emitted now and passenger witnessed and confirmation with the passenger complaint has been closed. Thanks for bringing the issue to our notice. This will help us to serve our esteemed passengers in a better and efficient manner. We also request you for your valuable feedback for further quality assurance and improvement. We wish you a happy, safe and comfortable journey ahead.",20834,EO,WAT,,,CC,55,,BZA,235009,SC-VSKP VANDE BHARAT EXP [VANDE BHARAT]
No,,2.02404E+12,,S,H,0,Unreserved Ticketing,ATVM,IRC,IRC,IRC,Closed,02-04-2024 18:18,02-04-2024 18:20,00:02,Passenger ka sikiyat hai atvm machine se ticket nahi mila payment kat gya hai station name -nalla sopara,"Dear customer,  Sorry for the inconvenience caused , Please share payment screen shot (if any) ,transaction date and Payment gateway name (Paytm Freecharge).    ",NSP,,,,1,,,,,,NA
No,,2.02404E+12,02-04-2024 18:16,T,W,0,Coach - Cleanliness,Coach Interior,WR,RJT,CNW,Closed,02-04-2024 18:18,02-04-2024 18:46,00:28,The coach S1 seat number 34 and 35 this compartment is very dirty please make it clean ,Complaint has been attended by on duty coach mitra staff and solved.  Wish you a happy journey.,19567,WR,RJT,,,SL,34,,ADI,236039,VIVEK EXP [MAIL EXPRESS]
No,,2.02404E+12,02-04-2024 18:12,T,W,0,Miscellaneous,Miscellaneous,SC,NED,CHG,Closed,02-04-2024 18:18,02-04-2024 19:05,00:46,2 hours halted in Selu Station. No reasons adduced. ACs were cut off," train is delayed due to TFTR block given at DHENGLI GAON in enroute, and we are trying to give it a good run to avoid further detention with safety as priority.",12788,SC,BZA,,2,2A,17,,PBN,137058,NSL-NS  EXP [SUPERFAST]
No,,2.02404E+12,,S,H,0,Refund of Tickets,Counter Ticket,IRC,IRC,IRC,Closed,02-04-2024 18:18,02-04-2024 18:28,00:10,Customer complaint that he is not got the refund for counter tickets HE paid online  ,"Dear Customer,    Amt has been refunded as per following details:      Booking ID: -8714259551- RFND AMT:2565 -- REFUND DATE: -17-02-2024- Bank Refund Id RRN: -404015087952- Card no. last digit: --2116      The above refund detail has received from the concerned Payment Gateway through which the said transaction has been done. The refund RRN is generated only when the refund is processed from payment gateway to respective card issuing bank. If refund is not reflecting in your statement as given above then please ask your card issuing bank to contact their ATM switch center with the given RRN and get it transferred in your account.    Further you may send your request to Email ID -posrefund@irctc.co.in to check and resolve the issue. For your inconvenience we are highly regretted.  ",VR,,,,1,,,,,,NA
No,,2.02404E+12,,T,H,0,Security,Others ,SC,SC,CML,Closed,02-04-2024 18:18,02-04-2024 18:36,00:17,"Complaint Details : ID - 2024040202238 the rpf , tte  are attned the coach , but no one has taken the action on this , he came simply and left the train , but the problem is not yet sloved , all are in washroom side only , unable to go washroiom also , the cancer paitents is there pls take the action on secrsly pls  Confirmed   S4   2  Middle Berth "," Sir, Informed the matter to the Train TTE & also informed to Security control to Attend the Coach at WL STN and Solve the Issue.  However, inconvenience caused to you is deeply regretted.   ",12390,EC,MGS,,1,SL,2,,WL,124822,CHENNAI- GAYA EXPRESS [SUPERFAST]
No,,2.02404E+12,,S,H,0,Reserved Ticketing,Others,ER,SDAH,CML,Closed,02-04-2024 18:18,02-04-2024 19:45,01:26,customer ki khina hai station counter me card payment k liye deny kiye hai  mo 9382192968,"Dear Sir, several times try to contact with you but your phone number is not responding.However it is for kind information that POS machine  in MSL station is out of order.Concerned vendor has been informed to rectify the same at the earliest.  Thank you",MSL,,,,,,,,,,NA
No,,2.02404E+12,,S,H,0,Luggage / Parcels ,Delivery,EC,DNR,CML,Closed,02-04-2024 18:18,03-04-2024 08:05,13:46,Passenger diidn't get his parcel yet ,"Dear sir, your parcel has been delivered. Thank you for using RailMadad.",DNR,,,Household items,3,,,,,,NA
No,,2.02404E+12,,T,H,0,Coach - Cleanliness,Toilet,EO,WAT,CNW,Closed,02-04-2024 18:18,02-04-2024 19:21,01:02,Customer has raised concerns regarding toilets are dirty it is not clean and ac is running very low  Train No :-18520 Coach No :-h1 Customer mobile no:-7400202123,Sir sorry for the inconveniences caused by deeply regretted as per passenger confirmation passenger need toilets cleaning onboard staff attend and cleaned the toilets hence closed the complaint thanking you sir happy journey ,18520,EO,WAT,,,,,,,,LTT-VSKP SPECIAL [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Coach - Cleanliness,Coach Interior,SR,MAS,CNW,Closed,02-04-2024 18:19,02-04-2024 18:42,00:23,AI Generated Complaint Description:The coach has not been cleaned since morning.  Complaint User Input:मेरे कोष में सुबह से सफाई नहीं हो रही है,"Sir, Your complaint regarding cleaning has been attended by OBHS staff. Please Help us and contribute in our Endeavour improve our Quality of Service. Your feedback is very important in helping us to improve our service. Thank you & wish you very happy journey. Thanking You.",22664,SR,MAS,,,3A,33,,BSL,46136,JU-MS SF EXPRESS [SUPERFAST]
No,,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,SB,BSP,ELE,Closed,02-04-2024 18:19,02-04-2024 18:23,00:04,AI Generated Complaint Description:The air conditioner is not working.  Complaint User Input:मेरे को एयर कंडीशनर काम नहीं कर रहा है,"Sir, your complaint registered and informed to on-board ac staff for rectification, sorry for inconvenience.",18237,SB,BSP,,,3A,33,,RJN,141594,KRBA-ASR EXP [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,NF,RNY,RPF,Closed,02-04-2024 18:19,02-04-2024 18:31,00:11,custamar ka kahna hai ki unki bag chut gaya trian me  phone numbar 9954271079,"Conversation was made with the complainant which reveals that his sister was traveling from Rangapara to Tangla by train No. 15896 DN in a middle coach. Accordingly his sister arrived her destination station (Tangla), but unfortunately she left her one black colour bag contained with cloth, mobile charger etc. The subject train is running without any escort. Hence matter informed to on duty RPF officer of RPF Post RNY to search the left behind bag when the train arrived at RNY station and submit feedback accordingly. ",15896,NF,RNY,,,,,,,,MZS-RNY EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,SR,TVC,ELE,Closed,02-04-2024 18:19,02-04-2024 18:44,00:25,PNR 2112478978 and Phone Number 8585962103,"  Sir, your compliant has been resolved by the accompanying electrical staff, Inconvenience caused is deeply regretted  ",16311,SR,TVC,,,3A,33,,LGH,223446,SGNR- KCVL EXPRESS [MAIL EXPRESS]
No,Excellent,2.02404E+12,02-04-2024 18:16,S,W,0,Divyangjan Facilities,Travel Concession,NC,ALD,CML,Closed,02-04-2024 18:19,02-04-2024 20:41,02:22,how i can apply online application for railway divyang card for prayagraj satiation.i make divyang card from Uttar pradesh sonebhadra. ,प्रिय महोदय दिव्यांग कार्ड बनवाने के लिए सभी सम्बंधित जानकारी आपको प्रदान कर दी गयी है। और आप जानकारी से संतुष्ट है ,PRYJ,,,,1,,,,,,NA
